method,strain,protein,EBC_ID,best_rank,n_complexes,total_interactions,n_hydrophobic,n_hbond,n_water_bridge,n_salt_bridge,n_pi_stack,n_pi_cation,n_halogen_bond,n_metal_complex
AD,congo,OPG120,EBC-09118,67,1,179,108,48,0,10,5,8,0,0
AD,congo,OPG120,EBC-09172,38,1,185,138,40,0,2,1,0,4,0
AD,congo,OPG120,EBC-108081,87,1,268,138,103,0,21,2,2,2,0
AD,congo,OPG120,EBC-11069,69,1,246,148,85,0,10,2,1,0,0
AD,congo,OPG120,EBC-11281,51,1,183,128,34,0,2,0,1,18,0
AD,congo,OPG120,EBC-11364,62,1,215,117,71,0,15,1,2,9,0
AD,congo,OPG120,EBC-11384,82,1,231,137,82,0,7,1,2,2,0
AD,congo,OPG120,EBC-11433,45,1,228,144,68,0,6,3,2,5,0
AD,congo,OPG120,EBC-118033,76,1,208,112,80,0,7,4,2,3,0
AD,congo,OPG120,EBC-12152,97,1,236,180,54,0,2,0,0,0,0
AD,congo,OPG120,EBC-12412,78,1,270,202,64,0,4,0,0,0,0
AD,congo,OPG120,EBC-12442,88,1,226,127,74,0,12,1,3,9,0
AD,congo,OPG120,EBC-12821,93,1,230,109,104,0,14,1,2,0,0
AD,congo,OPG120,EBC-12884,71,1,198,106,64,0,14,1,4,9,0
AD,congo,OPG120,EBC-12996,95,1,216,178,32,0,2,2,2,0,0
AD,congo,OPG120,EBC-13064,35,1,257,168,70,0,5,0,0,14,0
AD,congo,OPG120,EBC-13121,83,1,225,151,63,0,2,3,1,5,0
AD,congo,OPG120,EBC-13607,1,1,276,184,79,0,6,3,4,0,0
AD,congo,OPG120,EBC-14214,18,1,252,214,31,0,2,1,0,4,0
AD,congo,OPG120,EBC-145226,16,1,248,156,85,0,3,4,0,0,0
AD,congo,OPG120,EBC-148031,49,1,287,193,92,0,2,0,0,0,0
AD,congo,OPG120,EBC-149094,58,1,237,166,61,0,5,1,4,0,0
AD,congo,OPG120,EBC-149125,92,1,239,113,112,0,8,2,4,0,0
AD,congo,OPG120,EBC-155082,50,1,193,154,35,0,1,2,1,0,0
AD,congo,OPG120,EBC-157248,42,1,242,149,79,0,11,2,1,0,0
AD,congo,OPG120,EBC-160036,3,1,122,92,24,0,1,0,2,3,0
AD,congo,OPG120,EBC-180260,77,1,190,154,29,0,5,0,2,0,0
AD,congo,OPG120,EBC-186029,63,1,246,172,64,0,6,0,4,0,0
AD,congo,OPG120,EBC-216028,20,1,222,175,36,0,5,4,2,0,0
AD,congo,OPG120,EBC-217022,24,1,185,119,53,0,11,0,1,1,0
AD,congo,OPG120,EBC-218034,90,1,187,152,28,0,4,0,3,0,0
AD,congo,OPG120,EBC-218037,13,1,205,159,38,0,2,3,3,0,0
AD,congo,OPG120,EBC-218043,5,1,258,167,65,0,17,5,4,0,0
AD,congo,OPG120,EBC-23629,73,1,231,184,41,0,5,0,1,0,0
AD,congo,OPG120,EBC-244029,43,1,239,175,52,0,7,3,2,0,0
AD,congo,OPG120,EBC-252122,8,1,217,146,51,0,8,1,3,8,0
AD,congo,OPG120,EBC-26770,32,1,197,162,35,0,0,0,0,0,0
AD,congo,OPG120,EBC-27078,39,1,244,226,16,0,2,0,0,0,0
AD,congo,OPG120,EBC-27184,33,1,249,232,12,0,5,0,0,0,0
AD,congo,OPG120,EBC-27265,7,1,183,145,24,0,1,3,2,8,0
AD,congo,OPG120,EBC-27288,46,1,223,113,78,0,13,2,1,16,0
AD,congo,OPG120,EBC-27345,4,1,181,127,39,0,3,0,3,9,0
AD,congo,OPG120,EBC-27367,89,1,236,116,84,0,16,0,2,18,0
AD,congo,OPG120,EBC-27428,2,1,270,179,70,0,18,1,2,0,0
AD,congo,OPG120,EBC-287042,64,1,251,175,67,0,7,1,1,0,0
AD,congo,OPG120,EBC-287052,80,1,251,163,80,0,7,0,1,0,0
AD,congo,OPG120,EBC-287070,10,1,240,194,41,0,4,0,1,0,0
AD,congo,OPG120,EBC-289112,36,1,236,184,38,0,6,6,2,0,0
AD,congo,OPG120,EBC-290041,19,1,321,132,159,0,25,1,1,3,0
AD,congo,OPG120,EBC-290057,85,1,211,137,68,0,5,0,1,0,0
AD,congo,OPG120,EBC-290077,96,1,212,168,33,0,3,0,4,4,0
AD,congo,OPG120,EBC-291056,23,1,221,187,30,0,2,0,2,0,0
AD,congo,OPG120,EBC-291135,100,1,236,165,54,0,8,4,5,0,0
AD,congo,OPG120,EBC-291159,48,1,265,214,41,0,4,3,3,0,0
AD,congo,OPG120,EBC-292060,14,1,145,104,33,0,2,0,4,2,0
AD,congo,OPG120,EBC-292064,99,1,205,158,36,0,6,1,0,4,0
AD,congo,OPG120,EBC-303272,52,1,229,168,56,0,1,3,1,0,0
AD,congo,OPG120,EBC-306048,25,1,212,101,89,0,8,2,1,11,0
AD,congo,OPG120,EBC-309072,68,1,266,145,96,0,11,1,11,2,0
AD,congo,OPG120,EBC-44165,70,1,163,95,62,0,4,1,1,0,0
AD,congo,OPG120,EBC-44358,84,1,211,119,69,0,12,0,2,9,0
AD,congo,OPG120,EBC-46024,72,1,239,147,78,0,10,0,2,2,0
AD,congo,OPG120,EBC-46057,17,1,281,218,57,0,4,1,1,0,0
AD,congo,OPG120,EBC-46294,9,1,314,141,151,0,16,1,2,3,0
AD,congo,OPG120,EBC-47114,55,1,204,132,51,0,10,0,2,9,0
AD,congo,OPG120,EBC-47119,56,1,293,135,138,0,16,2,2,0,0
AD,congo,OPG120,EBC-48186,30,1,179,109,49,0,0,0,1,20,0
AD,congo,OPG120,EBC-63089,21,1,291,138,134,0,13,0,3,3,0
AD,congo,OPG120,EBC-84050,27,1,229,110,97,0,16,0,0,6,0
AD,congo,OPG154,EBC-00711,14,1,178,158,10,0,8,0,2,0,0
AD,congo,OPG154,EBC-02079,4,1,170,125,34,0,9,2,0,0,0
AD,congo,OPG154,EBC-02080,59,1,140,120,17,0,3,0,0,0,0
AD,congo,OPG154,EBC-03838,81,1,165,147,18,0,0,0,0,0,0
AD,congo,OPG154,EBC-03852,41,1,167,149,16,0,0,1,1,0,0
AD,congo,OPG154,EBC-03865,5,1,198,193,2,0,0,0,3,0,0
AD,congo,OPG154,EBC-06061,53,1,156,108,33,0,7,3,5,0,0
AD,congo,OPG154,EBC-06062,72,1,216,172,28,0,15,0,1,0,0
AD,congo,OPG154,EBC-06111,25,1,180,160,17,0,2,1,0,0,0
AD,congo,OPG154,EBC-07236,92,1,195,179,12,0,4,0,0,0,0
AD,congo,OPG154,EBC-07249,32,1,154,138,14,0,0,1,1,0,0
AD,congo,OPG154,EBC-07250,83,1,166,150,14,0,0,1,1,0,0
AD,congo,OPG154,EBC-07301,26,1,197,175,10,0,8,3,1,0,0
AD,congo,OPG154,EBC-07421,49,1,152,129,10,0,5,2,4,2,0
AD,congo,OPG154,EBC-07528,91,1,195,177,12,0,6,0,0,0,0
AD,congo,OPG154,EBC-07670,34,1,201,164,35,0,2,0,0,0,0
AD,congo,OPG154,EBC-07988,40,1,273,178,57,0,33,3,1,1,0
AD,congo,OPG154,EBC-08587,30,1,140,122,18,0,0,0,0,0,0
AD,congo,OPG154,EBC-08615,85,1,202,123,69,0,10,0,0,0,0
AD,congo,OPG154,EBC-08787,44,1,191,172,17,0,1,1,0,0,0
AD,congo,OPG154,EBC-08788,39,1,189,151,28,0,7,2,1,0,0
AD,congo,OPG154,EBC-08822,73,1,200,149,47,0,3,1,0,0,0
AD,congo,OPG154,EBC-08915,21,1,232,194,28,0,8,1,1,0,0
AD,congo,OPG154,EBC-09098,58,1,201,170,25,0,4,0,2,0,0
AD,congo,OPG154,EBC-11041,63,1,172,134,34,0,3,1,0,0,0
AD,congo,OPG154,EBC-11069,48,1,206,156,45,0,4,1,0,0,0
AD,congo,OPG154,EBC-11281,23,1,159,122,20,0,4,0,0,13,0
AD,congo,OPG154,EBC-11364,24,1,151,81,49,0,9,4,3,5,0
AD,congo,OPG154,EBC-11367,90,1,203,142,51,0,6,2,2,0,0
AD,congo,OPG154,EBC-11433,97,1,191,117,61,0,10,0,0,3,0
AD,congo,OPG154,EBC-118037,54,1,180,126,40,0,14,0,0,0,0
AD,congo,OPG154,EBC-12063,52,1,194,91,78,0,21,1,3,0,0
AD,congo,OPG154,EBC-12273,19,1,204,158,40,0,4,2,0,0,0
AD,congo,OPG154,EBC-12821,18,1,178,114,59,0,3,2,0,0,0
AD,congo,OPG154,EBC-12878,88,1,245,146,76,0,21,0,2,0,0
AD,congo,OPG154,EBC-12884,66,1,145,83,32,0,18,1,3,8,0
AD,congo,OPG154,EBC-13061,70,1,164,100,54,0,6,2,2,0,0
AD,congo,OPG154,EBC-13071,95,1,191,165,24,0,1,1,0,0,0
AD,congo,OPG154,EBC-13127,47,1,266,211,51,0,3,1,0,0,0
AD,congo,OPG154,EBC-13184,46,1,232,150,57,0,22,0,0,3,0
AD,congo,OPG154,EBC-13579,71,1,196,116,71,0,9,0,0,0,0
AD,congo,OPG154,EBC-13607,3,1,263,170,70,0,22,0,1,0,0
AD,congo,OPG154,EBC-13814,86,1,168,146,18,0,4,0,0,0,0
AD,congo,OPG154,EBC-13851,94,1,211,162,46,0,1,2,0,0,0
AD,congo,OPG154,EBC-14147,28,1,176,126,44,0,4,1,1,0,0
AD,congo,OPG154,EBC-14210,79,1,184,153,26,0,3,0,2,0,0
AD,congo,OPG154,EBC-14214,50,1,222,186,26,0,9,0,1,0,0
AD,congo,OPG154,EBC-145226,16,1,233,153,71,0,6,3,0,0,0
AD,congo,OPG154,EBC-148031,60,1,251,176,63,0,7,1,4,0,0
AD,congo,OPG154,EBC-149094,10,1,193,150,32,0,8,1,2,0,0
AD,congo,OPG154,EBC-157209,77,1,221,186,19,0,13,1,2,0,0
AD,congo,OPG154,EBC-157213,99,1,193,114,48,0,23,2,0,6,0
AD,congo,OPG154,EBC-157218,96,1,221,128,67,0,13,2,3,8,0
AD,congo,OPG154,EBC-157222,57,1,160,124,36,0,0,0,0,0,0
AD,congo,OPG154,EBC-160036,2,1,167,136,26,0,1,0,2,2,0
AD,congo,OPG154,EBC-17121,62,1,172,111,48,0,10,1,2,0,0
AD,congo,OPG154,EBC-180260,67,1,167,140,22,0,2,2,1,0,0
AD,congo,OPG154,EBC-216028,43,1,207,179,20,0,5,2,1,0,0
AD,congo,OPG154,EBC-217022,56,1,169,106,41,0,16,0,2,4,0
AD,congo,OPG154,EBC-218037,37,1,161,124,26,0,5,3,3,0,0
AD,congo,OPG154,EBC-218043,1,1,236,180,38,0,12,3,3,0,0
AD,congo,OPG154,EBC-221084,38,1,160,100,48,0,8,3,1,0,0
AD,congo,OPG154,EBC-23629,15,1,187,154,29,0,2,2,0,0,0
AD,congo,OPG154,EBC-24042,6,1,323,323,0,0,0,0,0,0,0
AD,congo,OPG154,EBC-244029,31,1,198,153,43,0,2,0,0,0,0
AD,congo,OPG154,EBC-249057,75,1,194,162,24,0,4,1,3,0,0
AD,congo,OPG154,EBC-251173,22,1,200,142,47,0,7,2,2,0,0
AD,congo,OPG154,EBC-252093,36,1,165,112,41,0,9,3,0,0,0
AD,congo,OPG154,EBC-252122,87,1,192,120,54,0,7,2,3,6,0
AD,congo,OPG154,EBC-253180,98,1,191,108,65,0,9,3,0,6,0
AD,congo,OPG154,EBC-255053,78,1,194,163,27,0,2,1,1,0,0
AD,congo,OPG154,EBC-255056,74,1,195,169,21,0,3,1,1,0,0
AD,congo,OPG154,EBC-265042,82,1,207,170,29,0,2,4,2,0,0
AD,congo,OPG154,EBC-26770,35,1,167,150,15,0,0,2,0,0,0
AD,congo,OPG154,EBC-27035,69,1,204,167,36,0,1,0,0,0,0
AD,congo,OPG154,EBC-27184,93,1,200,188,9,0,3,0,0,0,0
AD,congo,OPG154,EBC-27265,11,1,151,129,13,0,1,5,0,3,0
AD,congo,OPG154,EBC-27345,12,1,153,114,22,0,2,1,0,14,0
AD,congo,OPG154,EBC-27428,8,1,194,137,52,0,1,4,0,0,0
AD,congo,OPG154,EBC-286055,51,1,199,143,45,0,5,2,4,0,0
AD,congo,OPG154,EBC-287064,100,1,208,164,33,0,9,0,2,0,0
AD,congo,OPG154,EBC-287070,61,1,216,166,46,0,2,0,2,0,0
AD,congo,OPG154,EBC-287104,45,1,196,148,35,0,10,1,2,0,0
AD,congo,OPG154,EBC-288044,55,1,215,162,36,0,11,3,3,0,0
AD,congo,OPG154,EBC-289112,33,1,206,163,27,0,10,4,2,0,0
AD,congo,OPG154,EBC-290041,17,1,279,168,80,0,20,5,3,3,0
AD,congo,OPG154,EBC-290082,76,1,171,137,26,0,5,1,2,0,0
AD,congo,OPG154,EBC-291056,64,1,214,175,28,0,11,0,0,0,0
AD,congo,OPG154,EBC-291059,89,1,218,159,44,0,11,1,3,0,0
AD,congo,OPG154,EBC-291159,80,1,241,194,35,0,9,2,1,0,0
AD,congo,OPG154,EBC-291167,42,1,186,88,73,0,12,2,3,8,0
AD,congo,OPG154,EBC-306048,68,1,150,75,40,0,19,1,4,11,0
AD,congo,OPG154,EBC-309072,20,1,184,119,46,0,13,3,1,2,0
AD,congo,OPG154,EBC-46057,7,1,231,177,41,0,11,0,2,0,0
AD,congo,OPG154,EBC-46294,29,1,225,112,91,0,18,2,2,0,0
AD,congo,OPG154,EBC-48186,9,1,158,114,26,0,4,0,0,14,0
AD,congo,OPG154,EBC-63089,13,1,251,127,102,0,16,3,2,1,0
AD,congo,OPG154,EBC-71073,84,1,266,166,88,0,7,1,4,0,0
AD,congo,OPG154,EBC-73021,65,1,170,120,31,0,14,4,0,1,0
AD,congo,OPG154,EBC-84050,27,1,205,114,60,0,23,3,3,2,0
AD,congo,OPG174,EBC-00711,30,1,147,129,16,0,2,0,0,0,0
AD,congo,OPG174,EBC-02079,31,1,119,100,16,0,3,0,0,0,0
AD,congo,OPG174,EBC-02080,79,1,106,76,27,0,2,0,1,0,0
AD,congo,OPG174,EBC-06061,42,1,178,110,54,0,11,0,3,0,0
AD,congo,OPG174,EBC-06062,59,1,250,177,67,0,6,0,0,0,0
AD,congo,OPG174,EBC-06092,16,1,151,88,58,0,4,0,1,0,0
AD,congo,OPG174,EBC-07157,22,1,70,42,25,0,2,0,1,0,0
AD,congo,OPG174,EBC-07462,98,1,196,146,37,0,13,0,0,0,0
AD,congo,OPG174,EBC-07872,73,1,233,169,63,0,0,0,1,0,0
AD,congo,OPG174,EBC-07940,65,1,203,113,76,0,7,0,1,6,0
AD,congo,OPG174,EBC-07988,32,1,285,172,80,0,29,0,1,3,0
AD,congo,OPG174,EBC-08788,40,1,217,141,64,0,11,0,1,0,0
AD,congo,OPG174,EBC-08908,72,1,249,142,100,0,4,0,1,2,0
AD,congo,OPG174,EBC-08915,27,1,216,158,50,0,8,0,0,0,0
AD,congo,OPG174,EBC-09085,75,1,187,119,62,0,5,1,0,0,0
AD,congo,OPG174,EBC-09132,52,1,122,74,41,0,3,1,1,2,0
AD,congo,OPG174,EBC-09202,10,1,132,90,36,0,6,0,0,0,0
AD,congo,OPG174,EBC-11029,17,1,198,117,74,0,6,0,1,0,0
AD,congo,OPG174,EBC-11230,80,1,246,177,63,0,5,0,1,0,0
AD,congo,OPG174,EBC-11281,9,1,164,106,42,0,4,0,0,12,0
AD,congo,OPG174,EBC-11364,15,1,125,76,29,0,12,0,0,8,0
AD,congo,OPG174,EBC-11367,28,1,213,122,76,0,14,0,1,0,0
AD,congo,OPG174,EBC-11384,91,1,231,124,89,0,13,0,1,4,0
AD,congo,OPG174,EBC-11433,49,1,225,139,71,0,9,1,0,5,0
AD,congo,OPG174,EBC-11442,61,1,58,27,29,0,2,0,0,0,0
AD,congo,OPG174,EBC-118033,51,1,165,110,46,0,5,1,1,2,0
AD,congo,OPG174,EBC-12035,90,1,197,113,81,0,1,0,2,0,0
AD,congo,OPG174,EBC-12821,62,1,251,122,109,0,20,0,0,0,0
AD,congo,OPG174,EBC-12878,99,1,276,152,115,0,8,1,0,0,0
AD,congo,OPG174,EBC-13002,60,1,231,128,71,0,16,1,1,14,0
AD,congo,OPG174,EBC-131022,100,1,200,115,73,0,4,0,0,8,0
AD,congo,OPG174,EBC-13120,41,1,192,119,61,0,9,2,1,0,0
AD,congo,OPG174,EBC-13127,50,1,272,185,78,0,9,0,0,0,0
AD,congo,OPG174,EBC-13184,24,1,251,150,88,0,4,0,0,9,0
AD,congo,OPG174,EBC-13250,33,1,166,97,47,0,4,3,0,15,0
AD,congo,OPG174,EBC-13379,74,1,236,140,83,0,13,0,0,0,0
AD,congo,OPG174,EBC-13579,19,1,283,174,101,0,8,0,0,0,0
AD,congo,OPG174,EBC-13607,13,1,262,166,85,0,9,1,1,0,0
AD,congo,OPG174,EBC-13716,66,1,129,98,30,0,1,0,0,0,0
AD,congo,OPG174,EBC-13774,77,1,206,123,70,0,6,0,2,5,0
AD,congo,OPG174,EBC-13827,58,1,211,98,86,0,7,0,1,19,0
AD,congo,OPG174,EBC-14147,89,1,88,46,33,0,3,1,0,5,0
AD,congo,OPG174,EBC-14214,55,1,239,179,46,0,8,0,0,6,0
AD,congo,OPG174,EBC-145226,12,1,231,140,79,0,11,0,1,0,0
AD,congo,OPG174,EBC-148031,20,1,283,188,76,0,19,0,0,0,0
AD,congo,OPG174,EBC-149094,7,1,143,114,28,0,1,0,0,0,0
AD,congo,OPG174,EBC-150066,64,1,249,178,61,0,8,0,2,0,0
AD,congo,OPG174,EBC-157073,76,1,205,173,26,0,5,1,0,0,0
AD,congo,OPG174,EBC-157213,67,1,211,112,83,0,8,1,0,7,0
AD,congo,OPG174,EBC-157219,85,1,140,82,46,0,8,1,1,2,0
AD,congo,OPG174,EBC-157222,25,1,70,56,13,0,1,0,0,0,0
AD,congo,OPG174,EBC-160036,1,1,67,51,12,0,0,0,2,2,0
AD,congo,OPG174,EBC-17121,70,1,67,46,19,0,1,0,1,0,0
AD,congo,OPG174,EBC-198037,93,1,206,110,63,0,15,0,2,16,0
AD,congo,OPG174,EBC-217022,18,1,115,79,26,0,4,0,0,6,0
AD,congo,OPG174,EBC-218037,84,1,175,121,44,0,7,2,1,0,0
AD,congo,OPG174,EBC-218043,3,1,201,145,44,0,9,0,3,0,0
AD,congo,OPG174,EBC-220032,97,1,113,61,41,0,7,1,3,0,0
AD,congo,OPG174,EBC-23629,36,1,198,144,47,0,6,0,1,0,0
AD,congo,OPG174,EBC-24042,47,1,277,277,0,0,0,0,0,0,0
AD,congo,OPG174,EBC-249047,39,1,243,146,79,0,9,0,0,9,0
AD,congo,OPG174,EBC-251173,11,1,315,219,80,0,16,0,0,0,0
AD,congo,OPG174,EBC-252122,43,1,153,108,31,0,9,1,0,4,0
AD,congo,OPG174,EBC-253180,78,1,227,103,108,0,11,0,0,5,0
AD,congo,OPG174,EBC-253291,88,1,249,166,67,0,15,1,0,0,0
AD,congo,OPG174,EBC-27122,71,1,191,100,78,0,6,0,1,6,0
AD,congo,OPG174,EBC-27226,96,1,190,130,51,0,7,0,2,0,0
AD,congo,OPG174,EBC-27265,44,1,159,125,28,0,0,0,0,6,0
AD,congo,OPG174,EBC-27288,83,1,224,104,111,0,3,0,0,6,0
AD,congo,OPG174,EBC-27345,35,1,185,124,43,0,2,0,0,16,0
AD,congo,OPG174,EBC-27347,63,1,227,73,136,0,13,0,1,4,0
AD,congo,OPG174,EBC-27428,5,1,241,151,70,0,20,0,0,0,0
AD,congo,OPG174,EBC-287042,86,1,215,154,54,0,6,0,1,0,0
AD,congo,OPG174,EBC-287070,81,1,207,166,40,0,1,0,0,0,0
AD,congo,OPG174,EBC-290041,8,1,261,148,100,0,10,0,1,2,0
AD,congo,OPG174,EBC-291159,82,1,252,208,37,0,7,0,0,0,0
AD,congo,OPG174,EBC-291167,87,1,192,88,78,0,17,0,0,9,0
AD,congo,OPG174,EBC-306048,26,1,194,95,83,0,10,0,0,6,0
AD,congo,OPG174,EBC-309070,92,1,171,105,46,0,9,0,0,11,0
AD,congo,OPG174,EBC-309072,34,1,218,130,75,0,12,0,1,0,0
AD,congo,OPG174,EBC-331067,54,1,109,60,33,0,1,3,2,10,0
AD,congo,OPG174,EBC-43021,95,1,183,105,68,0,6,0,0,4,0
AD,congo,OPG174,EBC-44384,94,1,250,144,88,0,9,0,0,9,0
AD,congo,OPG174,EBC-44401,38,1,257,165,72,0,14,0,1,5,0
AD,congo,OPG174,EBC-44402,37,1,256,144,85,0,19,0,1,7,0
AD,congo,OPG174,EBC-46024,45,1,234,134,86,0,11,0,1,2,0
AD,congo,OPG174,EBC-46057,6,1,243,182,53,0,8,0,0,0,0
AD,congo,OPG174,EBC-46200,21,1,258,154,88,0,7,0,2,7,0
AD,congo,OPG174,EBC-46286,68,1,257,137,111,0,7,0,2,0,0
AD,congo,OPG174,EBC-46294,2,1,291,142,134,0,14,0,0,1,0
AD,congo,OPG174,EBC-47073,29,1,206,117,71,0,11,0,1,6,0
AD,congo,OPG174,EBC-47094,69,1,102,70,20,0,8,0,0,4,0
AD,congo,OPG174,EBC-47119,53,1,283,123,134,0,26,0,0,0,0
AD,congo,OPG174,EBC-48186,48,1,160,101,40,0,2,0,0,17,0
AD,congo,OPG174,EBC-48188,14,1,69,44,22,0,3,0,0,0,0
AD,congo,OPG174,EBC-50088,56,1,193,132,57,0,2,0,2,0,0
AD,congo,OPG174,EBC-54045,46,1,96,49,40,0,7,0,0,0,0
AD,congo,OPG174,EBC-63089,4,1,251,126,108,0,17,0,0,0,0
AD,congo,OPG174,EBC-71073,57,1,250,146,85,0,18,0,1,0,0
AD,congo,OPG174,EBC-84050,23,1,162,88,65,0,4,2,0,3,0
AD,congo,OPG198,EBC-02079,22,1,191,124,46,0,21,0,0,0,0
AD,congo,OPG198,EBC-02080,17,1,134,92,37,0,5,0,0,0,0
AD,congo,OPG198,EBC-03838,51,1,177,146,23,0,4,0,4,0,0
AD,congo,OPG198,EBC-03865,60,1,213,183,27,0,2,0,1,0,0
AD,congo,OPG198,EBC-06061,13,1,207,129,52,0,23,0,3,0,0
AD,congo,OPG198,EBC-06062,100,1,251,174,65,0,12,0,0,0,0
AD,congo,OPG198,EBC-06902,97,1,240,157,75,0,7,0,1,0,0
AD,congo,OPG198,EBC-07421,29,1,165,130,26,0,3,1,3,2,0
AD,congo,OPG198,EBC-07670,46,1,249,162,79,0,8,0,0,0,0
AD,congo,OPG198,EBC-08573,83,1,262,132,92,0,30,0,5,3,0
AD,congo,OPG198,EBC-08587,76,1,185,155,30,0,0,0,0,0,0
AD,congo,OPG198,EBC-08788,95,1,231,151,71,0,7,1,1,0,0
AD,congo,OPG198,EBC-08908,53,1,262,163,86,0,11,0,0,2,0
AD,congo,OPG198,EBC-08915,48,1,232,171,50,0,10,0,1,0,0
AD,congo,OPG198,EBC-09014,81,1,253,131,85,0,16,0,5,16,0
AD,congo,OPG198,EBC-11025,50,1,183,93,72,0,14,2,2,0,0
AD,congo,OPG198,EBC-11069,68,1,231,145,73,0,13,0,0,0,0
AD,congo,OPG198,EBC-11191,80,1,282,126,137,0,17,0,2,0,0
AD,congo,OPG198,EBC-11230,77,1,277,154,103,0,16,0,4,0,0
AD,congo,OPG198,EBC-11260,10,1,160,85,61,0,12,0,2,0,0
AD,congo,OPG198,EBC-11281,36,1,172,120,28,0,1,0,0,23,0
AD,congo,OPG198,EBC-11364,8,1,199,95,67,0,22,1,3,11,0
AD,congo,OPG198,EBC-11382,74,1,208,74,111,0,8,2,0,13,0
AD,congo,OPG198,EBC-11433,14,1,273,137,107,0,15,2,5,7,0
AD,congo,OPG198,EBC-12036,64,1,261,142,87,0,27,2,3,0,0
AD,congo,OPG198,EBC-12063,47,1,254,105,121,0,27,1,0,0,0
AD,congo,OPG198,EBC-12079,79,1,248,142,80,0,23,1,2,0,0
AD,congo,OPG198,EBC-12442,55,1,228,130,75,0,17,1,0,5,0
AD,congo,OPG198,EBC-12508,75,1,272,188,60,0,16,3,5,0,0
AD,congo,OPG198,EBC-12821,3,1,255,123,114,0,17,0,1,0,0
AD,congo,OPG198,EBC-12884,44,1,191,96,61,0,18,1,6,9,0
AD,congo,OPG198,EBC-13061,21,1,181,78,69,0,29,0,5,0,0
AD,congo,OPG198,EBC-131022,99,1,243,122,82,0,21,0,0,18,0
AD,congo,OPG198,EBC-13120,69,1,259,124,100,0,30,2,3,0,0
AD,congo,OPG198,EBC-13379,40,1,270,163,76,0,30,0,1,0,0
AD,congo,OPG198,EBC-13607,1,1,312,210,76,0,25,0,1,0,0
AD,congo,OPG198,EBC-14147,23,1,171,90,67,0,11,0,2,1,0
AD,congo,OPG198,EBC-14163,90,1,285,94,155,0,33,1,2,0,0
AD,congo,OPG198,EBC-145226,6,1,291,186,88,0,15,0,2,0,0
AD,congo,OPG198,EBC-148031,30,1,299,172,95,0,30,2,0,0,0
AD,congo,OPG198,EBC-148040,66,1,239,124,89,0,16,2,3,5,0
AD,congo,OPG198,EBC-148041,88,1,256,136,86,0,31,0,3,0,0
AD,congo,OPG198,EBC-149028,58,1,270,161,82,0,21,2,4,0,0
AD,congo,OPG198,EBC-149094,12,1,228,166,51,0,10,0,1,0,0
AD,congo,OPG198,EBC-149164,65,1,245,124,84,0,29,3,2,3,0
AD,congo,OPG198,EBC-154070,34,1,190,113,53,0,19,0,1,4,0
AD,congo,OPG198,EBC-157209,87,1,238,165,52,0,17,3,1,0,0
AD,congo,OPG198,EBC-157218,94,1,235,108,102,0,16,0,0,9,0
AD,congo,OPG198,EBC-157241,96,1,221,128,80,0,7,1,2,3,0
AD,congo,OPG198,EBC-157249,39,1,231,136,67,0,27,1,0,0,0
AD,congo,OPG198,EBC-160036,2,1,211,140,55,0,7,0,6,3,0
AD,congo,OPG198,EBC-198037,20,1,199,100,68,0,16,0,1,14,0
AD,congo,OPG198,EBC-216028,63,1,231,162,57,0,10,1,1,0,0
AD,congo,OPG198,EBC-217022,43,1,245,113,77,0,39,0,5,11,0
AD,congo,OPG198,EBC-218037,92,1,189,121,50,0,14,2,2,0,0
AD,congo,OPG198,EBC-218043,5,1,269,155,79,0,27,1,7,0,0
AD,congo,OPG198,EBC-221084,91,1,229,110,94,0,21,2,2,0,0
AD,congo,OPG198,EBC-235024,85,1,280,175,66,0,33,2,4,0,0
AD,congo,OPG198,EBC-244029,45,1,255,162,79,0,12,0,2,0,0
AD,congo,OPG198,EBC-251173,18,1,281,188,76,0,15,0,2,0,0
AD,congo,OPG198,EBC-252122,15,1,236,138,58,0,14,1,7,18,0
AD,congo,OPG198,EBC-253205,86,1,267,167,90,0,10,0,0,0,0
AD,congo,OPG198,EBC-27035,54,1,238,151,74,0,13,0,0,0,0
AD,congo,OPG198,EBC-27042,32,1,201,101,72,0,24,0,2,2,0
AD,congo,OPG198,EBC-27184,61,1,217,195,18,0,4,0,0,0,0
AD,congo,OPG198,EBC-27265,7,1,199,152,33,0,1,3,1,9,0
AD,congo,OPG198,EBC-27284,82,1,283,219,54,0,8,2,0,0,0
AD,congo,OPG198,EBC-27288,41,1,225,117,75,0,15,1,0,17,0
AD,congo,OPG198,EBC-27345,37,1,204,141,45,0,4,0,0,14,0
AD,congo,OPG198,EBC-27347,52,1,264,79,155,0,23,1,2,4,0
AD,congo,OPG198,EBC-27367,67,1,242,111,86,0,27,0,2,16,0
AD,congo,OPG198,EBC-27428,11,1,266,118,120,0,24,2,2,0,0
AD,congo,OPG198,EBC-287051,59,1,243,124,98,0,17,2,2,0,0
AD,congo,OPG198,EBC-287070,35,1,257,207,41,0,7,0,2,0,0
AD,congo,OPG198,EBC-287071,28,1,187,107,49,0,27,1,3,0,0
AD,congo,OPG198,EBC-289112,24,1,232,183,35,0,12,1,1,0,0
AD,congo,OPG198,EBC-290041,9,1,335,115,184,0,27,2,3,4,0
AD,congo,OPG198,EBC-291167,72,1,222,96,97,0,21,0,0,8,0
