strain,protein,EBC_ID,AD_best_rank,AF_best_rank,AD_n_halogen_bond,AF_n_halogen_bond,AD_n_hbond,AF_n_hbond,AD_n_hydrophobic,AF_n_hydrophobic,AD_n_metal_complex,AF_n_metal_complex,AD_n_pi_cation,AF_n_pi_cation,AD_n_pi_stack,AF_n_pi_stack,AD_n_salt_bridge,AF_n_salt_bridge,AD_n_water_bridge,AF_n_water_bridge,AD_total_interactions,AF_total_interactions,AD_minus_AF_total_interactions,AD_minus_AF_n_hydrophobic,AD_minus_AF_n_hbond,AD_minus_AF_n_water_bridge,AD_minus_AF_n_salt_bridge,AD_minus_AF_n_pi_stack,AD_minus_AF_n_pi_cation,AD_minus_AF_n_halogen_bond,AD_minus_AF_n_metal_complex
congo,OPG198,EBC-03334,,40.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,1.0,,0.0,,6.0,-6.0,-3.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03550,,27.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,1.0,,0.0,,6.0,-6.0,-4.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03554,,2.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03589,,5.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03682,,36.0,,0.0,,2.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03774,,28.0,,0.0,,3.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03838,51.0,,0.0,,23.0,,146.0,,0.0,,4.0,,0.0,,4.0,,0.0,,177.0,,177.0,146.0,23.0,0.0,4.0,0.0,4.0,0.0,0.0
congo,OPG198,EBC-03865,60.0,,0.0,,27.0,,183.0,,0.0,,1.0,,0.0,,2.0,,0.0,,213.0,,213.0,183.0,27.0,0.0,2.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-03896,,23.0,,0.0,,2.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03910,,1.0,,0.0,,3.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03931,,68.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-03971,,99.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-04032,,58.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-04117,,85.0,,1.0,,2.0,,4.0,,0.0,,0.0,,0.0,,1.0,,0.0,,8.0,-8.0,-4.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-04135,,96.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-04368,,16.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06061,13.0,,0.0,,52.0,,129.0,,0.0,,3.0,,0.0,,23.0,,0.0,,207.0,,207.0,129.0,52.0,0.0,23.0,0.0,3.0,0.0,0.0
congo,OPG198,EBC-06062,100.0,,0.0,,65.0,,174.0,,0.0,,0.0,,0.0,,12.0,,0.0,,251.0,,251.0,174.0,65.0,0.0,12.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06225,,56.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06227,,47.0,,0.0,,1.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06298,,66.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06362,,93.0,,0.0,,3.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06379,,29.0,,0.0,,1.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06474,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,3.0,-3.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0
congo,OPG198,EBC-06482,,15.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06508,,86.0,,0.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06585,,98.0,,0.0,,2.0,,7.0,,0.0,,1.0,,0.0,,0.0,,0.0,,10.0,-10.0,-7.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0
congo,OPG198,EBC-06596,,80.0,,0.0,,1.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06624,,52.0,,0.0,,4.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,12.0,-12.0,-8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06687,,32.0,,0.0,,1.0,,4.0,,0.0,,1.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
congo,OPG198,EBC-06711,,38.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06727,,6.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06746,,83.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,5.0,-5.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-06902,97.0,,0.0,,75.0,,157.0,,0.0,,1.0,,0.0,,7.0,,0.0,,240.0,,240.0,157.0,75.0,0.0,7.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-07117,,26.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,4.0,-4.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-07210,,69.0,,0.0,,2.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,-10.0,-8.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-07238,,42.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-07269,,97.0,,0.0,,1.0,,4.0,,0.0,,0.0,,2.0,,0.0,,0.0,,7.0,-7.0,-4.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG198,EBC-07421,29.0,,2.0,,26.0,,130.0,,0.0,,3.0,,1.0,,3.0,,0.0,,165.0,,165.0,130.0,26.0,0.0,3.0,1.0,3.0,2.0,0.0
congo,OPG198,EBC-07472,,33.0,,0.0,,3.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,6.0,-6.0,-2.0,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-07670,46.0,,0.0,,79.0,,162.0,,0.0,,0.0,,0.0,,8.0,,0.0,,249.0,,249.0,162.0,79.0,0.0,8.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-07688,,46.0,,0.0,,2.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-7.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-08084,,55.0,,0.0,,4.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,-10.0,-6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-08181,,70.0,,0.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-08203,,90.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-08557,,51.0,,1.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,3.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-08560,,31.0,,0.0,,3.0,,11.0,,0.0,,0.0,,1.0,,0.0,,0.0,,15.0,-15.0,-11.0,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0
congo,OPG198,EBC-08573,83.0,,3.0,,92.0,,132.0,,0.0,,5.0,,0.0,,30.0,,0.0,,262.0,,262.0,132.0,92.0,0.0,30.0,0.0,5.0,3.0,0.0
congo,OPG198,EBC-08587,76.0,,0.0,,30.0,,155.0,,0.0,,0.0,,0.0,,0.0,,0.0,,185.0,,185.0,155.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-08730,,89.0,,0.0,,1.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-08788,95.0,,0.0,,71.0,,151.0,,0.0,,1.0,,1.0,,7.0,,0.0,,231.0,,231.0,151.0,71.0,0.0,7.0,1.0,1.0,0.0,0.0
congo,OPG198,EBC-08908,53.0,,2.0,,86.0,,163.0,,0.0,,0.0,,0.0,,11.0,,0.0,,262.0,,262.0,163.0,86.0,0.0,11.0,0.0,0.0,2.0,0.0
congo,OPG198,EBC-08915,48.0,,0.0,,50.0,,171.0,,0.0,,1.0,,0.0,,10.0,,0.0,,232.0,,232.0,171.0,50.0,0.0,10.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-09014,81.0,,16.0,,85.0,,131.0,,0.0,,5.0,,0.0,,16.0,,0.0,,253.0,,253.0,131.0,85.0,0.0,16.0,0.0,5.0,16.0,0.0
congo,OPG198,EBC-11025,50.0,53.0,0.0,0.0,72.0,2.0,93.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,183.0,11.0,172.0,84.0,70.0,0.0,14.0,2.0,2.0,0.0,0.0
congo,OPG198,EBC-11027,,30.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-11050,,4.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-11069,68.0,,0.0,,73.0,,145.0,,0.0,,0.0,,0.0,,13.0,,0.0,,231.0,,231.0,145.0,73.0,0.0,13.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-11191,80.0,,0.0,,137.0,,126.0,,0.0,,2.0,,0.0,,17.0,,0.0,,282.0,,282.0,126.0,137.0,0.0,17.0,0.0,2.0,0.0,0.0
congo,OPG198,EBC-11226,,25.0,,1.0,,1.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,5.0,-5.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-11230,77.0,,0.0,,103.0,,154.0,,0.0,,4.0,,0.0,,16.0,,0.0,,277.0,,277.0,154.0,103.0,0.0,16.0,0.0,4.0,0.0,0.0
congo,OPG198,EBC-11260,10.0,,0.0,,61.0,,85.0,,0.0,,2.0,,0.0,,12.0,,0.0,,160.0,,160.0,85.0,61.0,0.0,12.0,0.0,2.0,0.0,0.0
congo,OPG198,EBC-11281,36.0,,23.0,,28.0,,120.0,,0.0,,0.0,,0.0,,1.0,,0.0,,172.0,,172.0,120.0,28.0,0.0,1.0,0.0,0.0,23.0,0.0
congo,OPG198,EBC-11364,8.0,,11.0,,67.0,,95.0,,0.0,,3.0,,1.0,,22.0,,0.0,,199.0,,199.0,95.0,67.0,0.0,22.0,1.0,3.0,11.0,0.0
congo,OPG198,EBC-11382,74.0,,13.0,,111.0,,74.0,,0.0,,0.0,,2.0,,8.0,,0.0,,208.0,,208.0,74.0,111.0,0.0,8.0,2.0,0.0,13.0,0.0
congo,OPG198,EBC-11433,14.0,,7.0,,107.0,,137.0,,0.0,,5.0,,2.0,,15.0,,0.0,,273.0,,273.0,137.0,107.0,0.0,15.0,2.0,5.0,7.0,0.0
congo,OPG198,EBC-12036,64.0,,0.0,,87.0,,142.0,,0.0,,3.0,,2.0,,27.0,,0.0,,261.0,,261.0,142.0,87.0,0.0,27.0,2.0,3.0,0.0,0.0
congo,OPG198,EBC-12063,47.0,,0.0,,121.0,,105.0,,0.0,,0.0,,1.0,,27.0,,0.0,,254.0,,254.0,105.0,121.0,0.0,27.0,1.0,0.0,0.0,0.0
congo,OPG198,EBC-12079,79.0,,0.0,,80.0,,142.0,,0.0,,2.0,,1.0,,23.0,,0.0,,248.0,,248.0,142.0,80.0,0.0,23.0,1.0,2.0,0.0,0.0
congo,OPG198,EBC-12087,,87.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,1.0,,0.0,,6.0,-6.0,-4.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-12285,,100.0,,0.0,,3.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-12442,55.0,,5.0,,75.0,,130.0,,0.0,,0.0,,1.0,,17.0,,0.0,,228.0,,228.0,130.0,75.0,0.0,17.0,1.0,0.0,5.0,0.0
congo,OPG198,EBC-12508,75.0,,0.0,,60.0,,188.0,,0.0,,5.0,,3.0,,16.0,,0.0,,272.0,,272.0,188.0,60.0,0.0,16.0,3.0,5.0,0.0,0.0
congo,OPG198,EBC-12783,,9.0,,1.0,,2.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,-10.0,-7.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-12821,3.0,,0.0,,114.0,,123.0,,0.0,,1.0,,0.0,,17.0,,0.0,,255.0,,255.0,123.0,114.0,0.0,17.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-12884,44.0,,9.0,,61.0,,96.0,,0.0,,6.0,,1.0,,18.0,,0.0,,191.0,,191.0,96.0,61.0,0.0,18.0,1.0,6.0,9.0,0.0
congo,OPG198,EBC-13024,,50.0,,0.0,,6.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,15.0,-15.0,-9.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-13032,,17.0,,1.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-5.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-13061,21.0,,0.0,,69.0,,78.0,,0.0,,5.0,,0.0,,29.0,,0.0,,181.0,,181.0,78.0,69.0,0.0,29.0,0.0,5.0,0.0,0.0
congo,OPG198,EBC-131022,99.0,,18.0,,82.0,,122.0,,0.0,,0.0,,0.0,,21.0,,0.0,,243.0,,243.0,122.0,82.0,0.0,21.0,0.0,0.0,18.0,0.0
congo,OPG198,EBC-13120,69.0,,0.0,,100.0,,124.0,,0.0,,3.0,,2.0,,30.0,,0.0,,259.0,,259.0,124.0,100.0,0.0,30.0,2.0,3.0,0.0,0.0
congo,OPG198,EBC-13141,,75.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-13169,,64.0,,0.0,,2.0,,2.0,,0.0,,0.0,,1.0,,0.0,,0.0,,5.0,-5.0,-2.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0
congo,OPG198,EBC-13190,,49.0,,0.0,,3.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,14.0,-14.0,-11.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-13376,,3.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-13379,40.0,,0.0,,76.0,,163.0,,0.0,,1.0,,0.0,,30.0,,0.0,,270.0,,270.0,163.0,76.0,0.0,30.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-13476,,54.0,,1.0,,2.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,6.0,-6.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-13607,1.0,,0.0,,76.0,,210.0,,0.0,,1.0,,0.0,,25.0,,0.0,,312.0,,312.0,210.0,76.0,0.0,25.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-13677,,67.0,,0.0,,2.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-7.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-13852,,10.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-14147,23.0,,1.0,,67.0,,90.0,,0.0,,2.0,,0.0,,11.0,,0.0,,171.0,,171.0,90.0,67.0,0.0,11.0,0.0,2.0,1.0,0.0
congo,OPG198,EBC-14163,90.0,,0.0,,155.0,,94.0,,0.0,,2.0,,1.0,,33.0,,0.0,,285.0,,285.0,94.0,155.0,0.0,33.0,1.0,2.0,0.0,0.0
congo,OPG198,EBC-145226,6.0,,0.0,,88.0,,186.0,,0.0,,2.0,,0.0,,15.0,,0.0,,291.0,,291.0,186.0,88.0,0.0,15.0,0.0,2.0,0.0,0.0
congo,OPG198,EBC-148031,30.0,,0.0,,95.0,,172.0,,0.0,,0.0,,2.0,,30.0,,0.0,,299.0,,299.0,172.0,95.0,0.0,30.0,2.0,0.0,0.0,0.0
congo,OPG198,EBC-148040,66.0,,5.0,,89.0,,124.0,,0.0,,3.0,,2.0,,16.0,,0.0,,239.0,,239.0,124.0,89.0,0.0,16.0,2.0,3.0,5.0,0.0
congo,OPG198,EBC-148041,88.0,,0.0,,86.0,,136.0,,0.0,,3.0,,0.0,,31.0,,0.0,,256.0,,256.0,136.0,86.0,0.0,31.0,0.0,3.0,0.0,0.0
congo,OPG198,EBC-149028,58.0,,0.0,,82.0,,161.0,,0.0,,4.0,,2.0,,21.0,,0.0,,270.0,,270.0,161.0,82.0,0.0,21.0,2.0,4.0,0.0,0.0
congo,OPG198,EBC-149094,12.0,,0.0,,51.0,,166.0,,0.0,,1.0,,0.0,,10.0,,0.0,,228.0,,228.0,166.0,51.0,0.0,10.0,0.0,1.0,0.0,0.0
congo,OPG198,EBC-149164,65.0,,3.0,,84.0,,124.0,,0.0,,2.0,,3.0,,29.0,,0.0,,245.0,,245.0,124.0,84.0,0.0,29.0,3.0,2.0,3.0,0.0
congo,OPG198,EBC-151028,,59.0,,0.0,,1.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-151029,,60.0,,0.0,,1.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-152142,,44.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-154070,34.0,,4.0,,53.0,,113.0,,0.0,,1.0,,0.0,,19.0,,0.0,,190.0,,190.0,113.0,53.0,0.0,19.0,0.0,1.0,4.0,0.0
congo,OPG198,EBC-157193,,7.0,,0.0,,2.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-7.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-157209,87.0,62.0,0.0,0.0,52.0,2.0,165.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,238.0,6.0,232.0,161.0,50.0,0.0,17.0,3.0,1.0,0.0,0.0
congo,OPG198,EBC-157218,94.0,,9.0,,102.0,,108.0,,0.0,,0.0,,0.0,,16.0,,0.0,,235.0,,235.0,108.0,102.0,0.0,16.0,0.0,0.0,9.0,0.0
congo,OPG198,EBC-157235,,8.0,,0.0,,3.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-157241,96.0,,3.0,,80.0,,128.0,,0.0,,2.0,,1.0,,7.0,,0.0,,221.0,,221.0,128.0,80.0,0.0,7.0,1.0,2.0,3.0,0.0
congo,OPG198,EBC-157249,39.0,,0.0,,67.0,,136.0,,0.0,,0.0,,1.0,,27.0,,0.0,,231.0,,231.0,136.0,67.0,0.0,27.0,1.0,0.0,0.0,0.0
congo,OPG198,EBC-157251,,37.0,,0.0,,4.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,-10.0,-6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-160036,2.0,,3.0,,55.0,,140.0,,0.0,,6.0,,0.0,,7.0,,0.0,,211.0,,211.0,140.0,55.0,0.0,7.0,0.0,6.0,3.0,0.0
congo,OPG198,EBC-17116,,74.0,,0.0,,2.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-189022,,77.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-198037,20.0,,14.0,,68.0,,100.0,,0.0,,1.0,,0.0,,16.0,,0.0,,199.0,,199.0,100.0,68.0,0.0,16.0,0.0,1.0,14.0,0.0
congo,OPG198,EBC-216028,63.0,,0.0,,57.0,,162.0,,0.0,,1.0,,1.0,,10.0,,0.0,,231.0,,231.0,162.0,57.0,0.0,10.0,1.0,1.0,0.0,0.0
congo,OPG198,EBC-217022,43.0,,11.0,,77.0,,113.0,,0.0,,5.0,,0.0,,39.0,,0.0,,245.0,,245.0,113.0,77.0,0.0,39.0,0.0,5.0,11.0,0.0
congo,OPG198,EBC-218037,92.0,,0.0,,50.0,,121.0,,0.0,,2.0,,2.0,,14.0,,0.0,,189.0,,189.0,121.0,50.0,0.0,14.0,2.0,2.0,0.0,0.0
congo,OPG198,EBC-218043,5.0,,0.0,,79.0,,155.0,,0.0,,7.0,,1.0,,27.0,,0.0,,269.0,,269.0,155.0,79.0,0.0,27.0,1.0,7.0,0.0,0.0
congo,OPG198,EBC-221084,91.0,,0.0,,94.0,,110.0,,0.0,,2.0,,2.0,,21.0,,0.0,,229.0,,229.0,110.0,94.0,0.0,21.0,2.0,2.0,0.0,0.0
congo,OPG198,EBC-230024,,19.0,,1.0,,1.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-7.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
congo,OPG198,EBC-235024,85.0,,0.0,,66.0,,175.0,,0.0,,4.0,,2.0,,33.0,,0.0,,280.0,,280.0,175.0,66.0,0.0,33.0,2.0,4.0,0.0,0.0
congo,OPG198,EBC-244029,45.0,,0.0,,79.0,,162.0,,0.0,,2.0,,0.0,,12.0,,0.0,,255.0,,255.0,162.0,79.0,0.0,12.0,0.0,2.0,0.0,0.0
congo,OPG198,EBC-251173,18.0,,0.0,,76.0,,188.0,,0.0,,2.0,,0.0,,15.0,,0.0,,281.0,,281.0,188.0,76.0,0.0,15.0,0.0,2.0,0.0,0.0
congo,OPG198,EBC-251220,,11.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-252072,,91.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-252122,15.0,,18.0,,58.0,,138.0,,0.0,,7.0,,1.0,,14.0,,0.0,,236.0,,236.0,138.0,58.0,0.0,14.0,1.0,7.0,18.0,0.0
congo,OPG198,EBC-253205,86.0,,0.0,,90.0,,167.0,,0.0,,0.0,,0.0,,10.0,,0.0,,267.0,,267.0,167.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-253245,,21.0,,1.0,,0.0,,9.0,,0.0,,0.0,,1.0,,0.0,,0.0,,11.0,-11.0,-9.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
congo,OPG198,EBC-253302,,61.0,,0.0,,1.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-27035,54.0,,0.0,,74.0,,151.0,,0.0,,0.0,,0.0,,13.0,,0.0,,238.0,,238.0,151.0,74.0,0.0,13.0,0.0,0.0,0.0,0.0
congo,OPG198,EBC-27042,32.0,,2.0,,72.0,,101.0,,0.0,,2.0,,0.0,,24.0,,0.0,,201.0,,201.0,101.0,72.0,0.0,24.0,0.0,2.0,2.0,0.0
congo,OPG198,EBC-27184,61.0,,0.0,,18.0,,195.0,,0.0,,0.0,,0.0,,4.0,,0.0,,217.0,,217.0,195.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0
